Unnamed: 0,Wiki_ID,Movie_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,Year,BoxOfficeStandardize,budget,Net_revenue,rating,BoxOfficeRank,RatingRank,SuccessMetric
140,3550323,/m/09kzfd,Things to Do in Denver When You're Dead,1995-10,529677.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense""}",1995,0.0001867819808226,8000000.0,-7470323.0,6.7,0.03189129229062673,0.659988551803091,0.34593992204685886
142,1765938,/m/05v5ws,Convoy,1978,45000000.0,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",1978,0.0161702775324105,12000000.0,33000000.0,6.199999999999999,0.5562950637825845,0.4391337531005533,0.4977144084415689
151,1305819,/m/04rjwf,C.H.U.D.,1984-08-31,4650000.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/0qdzd"": ""B-movie"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",1984,0.0016677058846495,1250000.0,3400000.0,5.449999999999999,0.14586799778147533,0.19433314253005152,0.1701005701557634
174,6305925,/m/0g08ws,The Astronaut Farmer,2006-10-15,11130889.0,104.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/09n5t_"": ""Americana"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/0219x_"": ""Indie""}",2006,0.0039970629370333,13000000.0,-1869111.0,6.25,0.25318912922906267,0.4626979584048846,0.35794354381697363
175,196176,/m/01bwgr,Straw Dogs,1971-11-03,11148828.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}",1971,0.0040035105611421,2200000.0,8948828.0,7.300000000000001,0.2540210759844703,0.86949055523755,0.5617558156110102
202,336846,/m/01xlqd,Grease,1978-06-16,394589888.0,225.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hn10"": ""LGBT"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",1978,0.1418196554271499,6000000.0,388589888.0,7.199999999999999,0.961730449251248,0.8317115054378935,0.8967209773445708
203,27463222,/m/0c037x9,Vanishing on 7th Street,2010-09-12,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/02n4kr"": ""Mystery"", ""/m/0c3351"": ""Suspense"", ""/m/01drsx"": ""Disaster""}",2010,,10000000.0,,4.85,,0.08738790307193284,
222,3033993,/m/08m1s2,Becoming Jane,2007-03-02,37311672.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/04xvh5"": ""Costume drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03bxz7"": ""Biographical film""}",2007,0.0134069435132906,16500000.0,20811672.0,6.95,0.5113699389905713,0.7516695287158939,0.6315197338532326
226,5696825,/m/0d_ng1,The Dark Half,1993-04-23,,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/060__y"": ""Film adaptation"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0fdjb"": ""Supernatural""}",1993,,15000000.0,,5.7,,0.2639763403930548,
233,103021,/m/0p_sc,Midnight Express,1978-08-31,35000000.0,121.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n1c"": ""Escape Film"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/0d1w9"": ""Prison"", ""/m/03k9fj"": ""Adventure""}",1978,0.0125760838154933,2300000.0,32700000.0,7.55,0.4961175818080976,0.9194810150734593,0.7077992984407784
238,1940449,/m/067p6m,RoboCop 3,1993-11-05,10600000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",1993,0.0038062511462153,22000000.0,-11400000.0,4.2,0.24417637271214643,0.04083190230871971,0.14250413751043306
251,6703617,/m/0gj6pd,The Forbidden Kingdom,2008-04-04,127906624.0,105.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong"", ""/m/0d05w3"": ""China""}","{""/m/08322"": ""Wuxia"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",2008,0.0459685242395723,55000000.0,72906624.0,6.4,0.7914586799778147,0.5297653119633657,0.6606119959705903
261,362719,/m/01_mdl,Superman,1978-12-10,300218018.0,151.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",1978,0.107900577206377,55000000.0,245218018.0,7.15,0.9312257348863006,0.8204541118107231,0.8758399233485119
271,7696753,/m/0kvfd1,Lord of the Flies,1963-08-13,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/026ny"": ""Dystopia"", ""/m/060__y"": ""Film adaptation""}",1963,,250000.0,,6.75,,0.6777332570120206,
275,17379289,/m/043qtrq,Without Warning,1980-11-26,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",1980,,150000.0,,5.25,,0.14930356802136996,
298,5549065,/m/0ds11z,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-03,152523164.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0fx2s"": ""Tragedy"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama""}",2007,0.0548161855795965,50000000.0,102523164.0,7.15,0.8250138657792568,0.8204541118107231,0.82273398879499
306,2608958,/m/07rf_1,Nothing to Lose,1997-07-18,44480039.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy""}",1997,0.0159833934764863,25000000.0,19480039.0,6.5,0.5535219079312257,0.5731730585766075,0.5633474832539166
308,26624119,/m/0bh9t6p,Beyond the Time Barrier,1960-07,,74.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/07s2s"": ""Time travel""}",1960,,125000.0,,5.65,,0.2471856515932074,
310,2546429,/m/07m7j8,Friday the 13th: The Final Chapter,1984-04-13,32980880.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1984,0.0118503729737231,2600000.0,30380880.0,5.95,0.47947864669994456,0.34831139095592445,0.4138950188279345
321,24416479,/m/07s7_c0,Beastmaster 2: Through the Portal of Time,1991-08-31,869235.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0dz8b"": ""Sword and sorcery"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",1991,0.0003088257038355,6000000.0,-5130765.0,4.35,0.04492512479201331,0.049322648349551614,0.04712388657078247
346,1033297,/m/0401sg,Resident Evil,2002-03-12,102441078.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/094ddt"": ""Doomsday film"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03p15s3"": ""Plague"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action""}",2002,0.0368157136964657,33000000.0,69441078.0,6.5,0.7457016084303938,0.5731730585766075,0.6594373335035006
357,207680,/m/01dh6f,Nell,1994-12-14,106683817.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama""}",1994,0.0383406362820977,31000000.0,75683817.0,6.3,0.7542983915696062,0.47996565540927305,0.6171320234894396
367,7235116,/m/0kv17w,Someone to Watch Over Me,1987-10-09,10278549.0,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/068d7h"": ""Romantic drama""}",1987,0.0036907154297656,17000000.0,-6721451.0,5.949999999999999,0.2365501941209096,0.3387712268651021,0.28766071049300584
370,5254729,/m/0db2z1,I Could Never Be Your Woman,2007-05-11,9576495.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2007,0.0034383836221919,24000000.0,-14423505.0,5.85,0.22407099278979478,0.3081473001335623,0.26610914646167855
451,7731853,/m/026b79y,"Laugh, Clown, Laugh",1928,,,"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06ppq"": ""Silent film"", ""/m/01lrrt"": ""Melodrama"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",1928,,293000.0,,6.95,,0.7516695287158939,
461,76345,/m/0k47y,Shaft,1971-06-25,,98.0,"{""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0vjs6"": ""Detective"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/018td"": ""Blaxploitation"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02kdv5l"": ""Action""}",1971,,4000000.0,,6.55,,0.5913947719900783,
473,1226289,/m/04k12v,Bless the Child,2000-08-11,40443010.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",2000,0.0145324070498051,40000000.0,443010.0,5.0,0.5307820299500832,0.11018889524899829,0.32048546259954075
498,44218,/m/0c1p3,San Francisco,1936-06-26,2868000.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01drsx"": ""Disaster"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0g2k1"": ""Natural disaster"", ""/m/01g6gs"": ""Black-and-white""}",1936,0.0010272205642949,1300000.0,1568000.0,7.05,0.10537992235163617,0.7836290784201488,0.4445045003858925
503,7882413,/m/026hfp8,Aurore,2005,,115.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0d060g"": ""Canada""}","{""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama""}",2005,,6000000.0,,7.049999999999999,,0.7790497996565541,
510,19837210,/m/04q31n1,Romasanta,2004,,92.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hj3n4p"": ""Gothic Film"", ""/m/04xvlr"": ""Period piece"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller""}",2004,,4500000.0,,5.300000000000001,,0.1651402404121351,
523,7752732,/m/0kvgjd,The Comebacks,2007-10-19,13539154.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy""}",2007,0.0048626400302005,15000000.0,-1460846.0,4.6,0.2928452579034942,0.06391909940850983,0.178382178656002
549,2216254,/m/06wmyc,Jefferson in Paris,1995-03-31,2473668.0,134.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/04xvh5"": ""Costume drama"", ""/m/02p0szs"": ""Historical fiction"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03mqtr"": ""Political drama""}",1995,0.000885490004617,14000000.0,-11526332.0,5.45,0.09456461453133666,0.1999618393436367,0.14726322693748667
555,30548208,/m/0g9wdmc,The Iron Lady,2011-12-26,114943631.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama""}",2011,0.0413093734402681,13000000.0,101943631.0,6.300000000000001,0.769273433166944,0.4898874260637283,0.6295804296153361
558,29499560,/m/0cs0w8k,Dawn of the Mummy,1981,,93.0,{},"{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy"", ""/m/02k54"": ""Egypt""}","{""/m/0g092b"": ""Monster movie"", ""/m/0qdzd"": ""B-movie"", ""/m/03npn"": ""Horror""}",1981,,500000.0,,3.7,,0.02003434459072696,
562,1964091,/m/069dl1,Next,2007-04-25,76066841.0,95.0,"{""/m/064_8sq"": ""French Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action""}",2007,0.0273363020050771,70000000.0,6066841.0,6.050047507913037,0.6733222407099279,0.3898111047510017,0.5315666727304648
576,3917900,/m/0b6qmv,The Contract,2006,5549200.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",2006,0.0019908957836747,25000000.0,-19450800.0,5.55,0.1625069328896284,0.219709979011639,0.1911084559506337
595,22358819,/m/05szq8z,Clash of the Titans,2010-03-26,493214993.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/03k9fj"": ""Adventure"", ""/m/0jdm8"": ""Remake"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",2010,0.17726742869928,125000000.0,368214993.0,5.699868152375286,0.9758735440931781,0.25548559435222284,0.6156795692227004
599,706803,/m/034f7w,G.I. Jane,1997-08-22,97169156.0,125.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",1997,0.0349208828036179,50000000.0,47169156.0,6.0,0.7315585135884637,0.3644342682694142,0.5479963909289389
612,3917873,/m/0b6qm3,Chitty Chitty Bang Bang,1968-12-16,7800000.0,144.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/04t36"": ""Musical"", ""/m/0hqxf"": ""Family Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",1968,0.0027998769054785,10000000.0,-2200000.0,6.85,0.19578480310593455,0.7153215035298607,0.4555531533178976
628,1033477,/m/040280,Godsend,2004-04-30,30114487.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama""}",2004,0.0108201358026416,25000000.0,5114487.0,4.75,0.46089850249584025,0.0775615340583858,0.269230018277113
633,24300269,/m/07s52n0,Track 29,1988-07-12,429028.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama""}",1988,0.0001506067804812,5000000.0,-4570972.0,6.0,0.028286189683860232,0.3644342682694142,0.1963602289766372
657,33096336,/m/0h66h0p,"Jeff, Who Lives at Home",2011-09-14,4269426.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film""}",2011,0.0015309202166873,10000000.0,-5730574.0,6.25,0.13838047698280642,0.4626979584048846,0.3005392176938455
677,24207129,/m/07l50_1,A Single Man,2009-09-11,24964890.0,101.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",2009,0.008969270884436,7000000.0,17964890.0,7.4,0.41791458679977816,0.8898111047510017,0.6538628457753899
729,19036329,/m/04jjktx,The Happy Road,1957-06-20,,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}","{""/m/01z4y"": ""Comedy""}",1957,,500000.0,,2.95,,0.007059721427208548,
739,5884079,/m/0fbrd7,Bangkok Dangerous,2008-08-22,82486154.0,97.0,"{""/m/02h40lc"": ""English Language"", ""/m/0c_v2"": ""Thai Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",2008,0.0296435274502296,45000000.0,37486154.0,5.15,0.6921797004991681,0.13155886281244036,0.4118692816558042
747,15670779,/m/03np63f,The House of Mirth,2000-10-27,,140.0,{},"{""/m/07ssc"": ""United Kingdom""}","{""/m/01g6gs"": ""Black-and-white"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2000,,10000000.0,,6.7,,0.659988551803091,
